key,name,description,attached to,layer,type,url
humanities.history.european-history.scandinavian-history.finnish-history,Finnish history,Study of the history of Finland.,Scandinavian history|0,4,S,https://en.wikipedia.org/wiki/History_of_Finland
humanities.history.european-history.scandinavian-history.icelandic-history,Icelandic history,Study of the history of Iceland.,Scandinavian history|0,4,S,https://en.wikipedia.org/wiki/History_of_Iceland
humanities.history.european-history.russian-history,Russian history,Study of the history of Russia and its empire.,European history|0,3,S,https://en.wikipedia.org/wiki/History_of_Russia
humanities.history.african-history,African history,Study of the history of Africa and its regions.,History|0,2,S,https://en.wikipedia.org/wiki/African_history
humanities.history.african-history.south-african-history,South African history,Study of the history of South Africa and its peoples.,African history|0,3,S,https://en.wikipedia.org/wiki/History_of_South_Africa
humanities.history.african-history.egyptian-history,Egyptian history,Study of the history of Egypt across ancient and modern periods.,African history|0,3,S,https://en.wikipedia.org/wiki/History_of_Egypt
humanities.history.african-history.east-and-central-african-history,East and Central African history,Study of the history of East and Central Africa.,African history|0,3,S,
humanities.history.african-history.nigerian-history,Nigerian history,Study of the history of Nigeria and its societies.,African history|0,3,S,https://en.wikipedia.org/wiki/History_of_Nigeria
humanities.history.pre-columbian-era-history,Pre-Columbian era history,Study of the histories of the Americas before European contact.,History|0,2,S,https://en.wikipedia.org/wiki/Pre-Columbian_era
humanities.history.pan-american-history,Pan-American history,Study of interconnected histories across the Americas.,History|0,2,S,https://en.wikipedia.org/wiki/History_of_the_Americas
humanities.history.pan-american-history.north-american-history,North American history,Study of the history of North America.,Pan-American history|0,3,S,https://en.wikipedia.org/wiki/History_of_North_America
humanities.history.pan-american-history.north-american-history.american-history,American history,Study of the history of the United States of America.,North American history|0,4,S,https://en.wikipedia.org/wiki/History_of_the_United_States
humanities.history.pan-american-history.north-american-history.canadian-history,Canadian history,Study of the history of Canada.,North American history|0,4,S,https://en.wikipedia.org/wiki/History_of_Canada
humanities.history.pan-american-history.north-american-history.mexican-history,Mexican history,Study of the history of Mexico.,North American history|0,4,S,https://en.wikipedia.org/wiki/History_of_Mexico
humanities.history.pan-american-history.north-american-history.cuban-history,Cuban history,Study of the history of Cuba.,North American history|0,4,S,https://en.wikipedia.org/wiki/History_of_Cuba
humanities.history.pan-american-history.south-american-history,South American history,Study of the history of South America.,Pan-American history|0,3,S,https://en.wikipedia.org/wiki/History_of_South_America
humanities.history.pan-american-history.south-american-history.brazilian-history,Brazilian history,Study of the history of Brazil.,South American history|0,4,S,https://en.wikipedia.org/wiki/History_of_Brazil
humanities.history.pan-american-history.south-american-history.colombian-history,Colombian history,Study of the history of Colombia.,South American history|0,4,S,https://en.wikipedia.org/wiki/History_of_Colombia
humanities.history.pan-american-history.south-american-history.venezuelan-history,Venezuelan history,Study of the history of Venezuela.,South American history|0,4,S,https://en.wikipedia.org/wiki/History_of_Venezuela
humanities.history.pan-american-history.south-american-history.peruvian-history,Peruvian history,Study of the history of Peru.,South American history|0,4,S,https://en.wikipedia.org/wiki/History_of_Peru
humanities.history.pan-american-history.south-american-history.argentine-history,Argentine history,Study of the history of Argentina.,South American history|0,4,S,https://en.wikipedia.org/wiki/History_of_Argentina
humanities.history.pan-american-history.pre-columbian-era,Pre-Columbian era,Study of civilizations and cultures of the Americas before European contact.,Pan-American history|0,3,S,https://en.wikipedia.org/wiki/Pre-Columbian_era
humanities.history.pan-american-history.pre-columbian-era.mayan-history,Mayan history,Study of the history and civilization of the Maya.,Pre-Columbian era|0,4,S,https://en.wikipedia.org/wiki/History_of_the_Maya_civilization
humanities.history.pan-american-history.pre-columbian-era.aztec-history,Aztec history,Study of the history and civilization of the Aztec.,Pre-Columbian era|0,4,S,https://en.wikipedia.org/wiki/History_of_the_Aztecs
humanities.history.pan-american-history.pre-columbian-era.inca-history,Inca history,Study of the history and civilization of the Inca.,Pre-Columbian era|0,4,S,https://en.wikipedia.org/wiki/History_of_the_Incas
humanities.history.pan-american-history.pre-columbian-era.mississippian-culture-art-history,Mississippian culture* Art History,Study of the Mississippian culture and its art history.,Pre-Columbian era|0,4,S,https://en.wikipedia.org/wiki/Mississippian_culture
humanities.history.latin-american-history,Latin American history,Study of the history of Latin America across regions.,History|0,2,S,https://en.wikipedia.org/wiki/History_of_Latin_America
humanities.history.jewish-history,Jewish history,Study of the history of Jewish peoples and cultures.,History|0,2,S,https://en.wikipedia.org/wiki/Jewish_history
humanities.history.cultural-history,Cultural history,Study of how culture shapes historical change and interpretation.,History|0,2,S,https://en.wikipedia.org/wiki/Cultural_history
humanities.history.ecclesiastical-history-of-the-catholic-church,Ecclesiastical history of the Catholic Church,Study of the history of the Catholic Church as an institution.,History|0,2,S,https://en.wikipedia.org/wiki/Ecclesiastical_history_of_the_Catholic_Church
humanities.history.economic-history,Economic history (of the world),Study of economic systems and change over time.,History|0,2,S,https://en.wikipedia.org/wiki/Economic_history_of_the_world
humanities.history.environmental-history,Environmental history,Study of interactions between humans and environments over time.,History|0,2,S,https://en.wikipedia.org/wiki/Environmental_history
humanities.history.intellectual-history,Intellectual history,Study of the development of ideas and intellectual movements in history.,History|0,2,S,https://en.wikipedia.org/wiki/Intellectual_history
humanities.history.philosophical-history,Philosophical history,Study of philosophy through its historical development.,History|0;Philosophy|1,2,S,https://en.wikipedia.org/wiki/History_of_philosophy
humanities.history.philosophical-history.ancient-philosophy,Ancient philosophy,Study of philosophical thought from the ancient world.,Philosophical history|0,3,S,https://en.wikipedia.org/wiki/Ancient_philosophy
humanities.history.philosophical-history.contemporary-philosophy,Contemporary philosophy,Study of philosophical thought from the twentieth century onward.,Philosophical history|0,3,S,https://en.wikipedia.org/wiki/Contemporary_philosophy
humanities.history.philosophical-history.medieval-philosophy,Medieval philosophy,Study of philosophical thought in the medieval period.,Philosophical history|0,3,S,https://en.wikipedia.org/wiki/Medieval_philosophy
humanities.history.philosophical-history.medieval-philosophy.humanism,Humanism,Study of humanism as a philosophical and cultural movement.,key:humanities.history.philosophical-history.medieval-philosophy|0,4,S,https://en.wikipedia.org/wiki/Humanism
humanities.history.philosophical-history.medieval-philosophy.scholasticism,Scholasticism,Study of scholastic method and medieval academic philosophy.,key:humanities.history.philosophical-history.medieval-philosophy|0,4,S,https://en.wikipedia.org/wiki/Scholasticism
humanities.history.philosophical-history.modern-philosophy,Modern philosophy,Study of philosophical thought from the early modern period onward.,Philosophical history|0,3,S,https://en.wikipedia.org/wiki/Modern_philosophy
humanities.history.political-history,Political history,Study of political events institutions and movements over time.,History|0,2,S,https://en.wikipedia.org/wiki/Political_history
humanities.history.political-history.history-of-political-thought,History of political thought,Study of the development of political ideas and theories.,key:humanities.history.political-history|0;Political science|1,3,S,https://en.wikipedia.org/wiki/History_of_political_thought
humanities.history.public-history,Public history,Study of history as practiced in public settings and institutions.,History|0,2,S,https://en.wikipedia.org/wiki/Public_history
humanities.history.scientific-history,Scientific history,Study of the historical development of science.,History|0;Scientific thinking|1,2,S,https://en.wikipedia.org/wiki/History_of_science
humanities.history.technological-history,Technological history,Study of the historical development of technology.,History|0;Technology|1,2,S,https://en.wikipedia.org/wiki/History_of_Technology
humanities.history.world-history,World history,Study of global historical processes and connections.,History|0,2,S,https://en.wikipedia.org/wiki/World_history_(field)
humanities.history.futurology,Futurology,Study of forecasting and exploring possible futures.,History|0,2,S,https://en.wikipedia.org/wiki/Futurology
humanities.history.futurology.cashless-society,Cashless society,Study of societal and economic implications of cashless systems.,Futurology|0;Economics|1,3,S,https://en.wikipedia.org/wiki/Cashless_society
humanities.history.futurology.climate,Climate,Study of future climate scenarios and their societal implications.,Futurology|0;Earth science|1,3,S,https://en.wikipedia.org/wiki/Climate
humanities.law,Law,Study of systems of law and legal institutions.,,1,S0,https://en.wikipedia.org/wiki/Outline_of_law
humanities.law.legal-management-academic-discipline,Legal management (academic discipline),Study of legal practice management and administration.,Law|0,2,S,https://en.wikipedia.org/wiki/Legal_management_(academic_discipline)
humanities.law.legal-management-academic-discipline.corporate-law,Corporate law,Study of laws governing corporations and corporate governance.,Legal management (academic discipline)|0,3,S,https://en.wikipedia.org/wiki/Corporate_law
humanities.law.legal-management-academic-discipline.mercantile-law,Mercantile law,Study of commercial and trade law related to merchants.,Legal management (academic discipline)|0,3,S,https://en.wikipedia.org/wiki/Mercantile_law
humanities.law.administrative-law,Administrative law,Study of legal rules governing public administration.,Law|0,2,S,https://en.wikipedia.org/wiki/Administrative_law
humanities.law.canon-law,Canon law,Study of internal laws of churches and religious institutions.,Law|0,2,S,https://en.wikipedia.org/wiki/Canon_law
humanities.law.comparative-law,Comparative law,Study of differences and similarities between legal systems.,Law|0,2,S,https://en.wikipedia.org/wiki/Comparative_law
humanities.law.constitutional-law,Constitutional law,Study of constitutional principles and structures of government.,Law|0,2,S,https://en.wikipedia.org/wiki/Constitutional_law
humanities.law.competition-law,Competition law,Study of laws that regulate market competition and antitrust policy.,Law|0,2,S,https://en.wikipedia.org/wiki/Competition_law
humanities.law.criminal-law,Criminal law,Study of laws defining crimes and their penalties.,Law|0,2,S,https://en.wikipedia.org/wiki/Criminal_law
